Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Valor,Fecha
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,Enero,12,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Enero,37,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte individual,Con violencia,Enero,1,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Enero,0,2026-01-01
2026,26,Sonora,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Enero,110,2026-01-01
2026,26,Sonora,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Enero,7,2026-01-01
2026,26,Sonora,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Enero,0,2026-01-01
2026,26,Sonora,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Enero,382,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Enero,32,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Enero,3,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Enero,0,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Enero,0,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,Enero,3,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,Enero,16,2026-01-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Enero,4,2026-01-01
2026,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Enero,5,2026-01-01
2026,26,Sonora,La sociedad,Discriminación,Discriminación,Discriminación,Enero,1,2026-01-01
2026,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Enero,8,2026-01-01
2026,26,Sonora,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,Enero,0,2026-01-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,Enero,0,2026-01-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Enero,0,2026-01-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,Enero,0,2026-01-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Enero,2,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Enero,7,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Enero,14,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Enero,2,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Enero,55,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Enero,14,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Enero,35,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Enero,3,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Enero,45,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Enero,6,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Enero,1,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Enero,70,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Enero,0,2026-01-01
2026,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Enero,5,2026-01-01
2026,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Enero,6,2026-01-01
2026,26,Sonora,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,Enero,30,2026-01-01
2026,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Enero,0,2026-01-01
2026,26,Sonora,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Enero,4,2026-01-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,Enero,0,2026-01-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,Enero,0,2026-01-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Enero,2,2026-01-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,Enero,1,2026-01-01
2026,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Enero,0,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Enero,31,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,Enero,76,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Enero,0,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Enero,2,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,Enero,0,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,Enero,0,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,Enero,0,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,Enero,4,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,Enero,4,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Enero,225,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,Enero,167,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Enero,159,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Enero,1,2026-01-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,Enero,0,2026-01-01
2026,26,Sonora,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Febrero,7,2026-02-01
2026,26,Sonora,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Febrero,174,2026-02-01
2026,26,Sonora,El patrimonio,Despojo,Despojo,Despojo,Febrero,27,2026-02-01
2026,26,Sonora,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,Febrero,3,2026-02-01
2026,26,Sonora,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Fraude,Fraude,Fraude,Febrero,18,2026-02-01
2026,26,Sonora,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Febrero,49,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Otros robos,Con violencia,Febrero,60,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Otros robos,Sin violencia,Febrero,26,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a casa habitación,Con violencia,Febrero,4,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Febrero,15,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a institución bancaria,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a negocio,Con violencia,Febrero,5,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a negocio,Sin violencia,Febrero,19,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,Febrero,1,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Febrero,6,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Febrero,3,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transportista,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo a transportista,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de autopartes,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de autopartes,Sin violencia,Febrero,2,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de ganado,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de ganado,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,Febrero,23,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Febrero,86,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,Febrero,13,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Febrero,64,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte individual,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Febrero,0,2026-02-01
2026,26,Sonora,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Febrero,0,2026-02-01
2026,26,Sonora,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Febrero,143,2026-02-01
2026,26,Sonora,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Febrero,9,2026-02-01
2026,26,Sonora,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Febrero,1,2026-02-01
2026,26,Sonora,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Febrero,398,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Febrero,55,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Febrero,11,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Febrero,1,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Febrero,0,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Febrero,4,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,Febrero,5,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,Febrero,10,2026-02-01
2026,26,Sonora,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Febrero,5,2026-02-01
2026,26,Sonora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Febrero,5,2026-02-01
2026,26,Sonora,La sociedad,Discriminación,Discriminación,Discriminación,Febrero,0,2026-02-01
2026,26,Sonora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Febrero,11,2026-02-01
2026,26,Sonora,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,Febrero,1,2026-02-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,Febrero,0,2026-02-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Febrero,0,2026-02-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,Febrero,0,2026-02-01
2026,26,Sonora,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Febrero,1,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Febrero,1,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Febrero,1,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Febrero,2,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Febrero,5,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Febrero,16,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Febrero,4,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Febrero,32,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Febrero,12,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Febrero,38,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Febrero,9,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Febrero,51,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Febrero,16,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Febrero,5,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Febrero,102,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Febrero,0,2026-02-01
2026,26,Sonora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Febrero,6,2026-02-01
2026,26,Sonora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Febrero,5,2026-02-01
2026,26,Sonora,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,Febrero,32,2026-02-01
2026,26,Sonora,Libertad personal,Rapto,Rapto,Rapto,Febrero,0,2026-02-01
2026,26,Sonora,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Febrero,1,2026-02-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,Febrero,0,2026-02-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,Febrero,0,2026-02-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Febrero,1,2026-02-01
2026,26,Sonora,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,Febrero,0,2026-02-01
2026,26,Sonora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Febrero,0,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Febrero,36,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,Febrero,109,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Febrero,8,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Febrero,3,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,Febrero,0,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,Febrero,0,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,Febrero,0,2026-02-01
2026,26,Sonora,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,Febrero,4,2026-02-01
